id	unit	kind	pos	cefr	cefr_source	zipf
pv:bust_in	bust in	phrasal_verb	verb	B2	derived	0.00
pv:bust_into	bust into	phrasal_verb	verb	B2	derived	0.00
pv:bust_it_down	bust it down	phrasal_verb	verb	B2	derived	0.00
pv:bust_off	bust off	phrasal_verb	verb	B2	derived	0.00
pv:bust_on	bust on	phrasal_verb	verb	B2	derived	0.00
pv:bust_out	bust out	phrasal_verb	verb	B2	derived	0.00
pv:bust_up	bust up	phrasal_verb	verb	B2	derived	0.00
pv:busy_around	busy around	phrasal_verb	verb	A2	derived	0.00
pv:butch_up	butch up	phrasal_verb	verb	C1	derived	0.00
pv:butter_down	butter down	phrasal_verb	verb	A2	derived	0.00
pv:butter_out	butter out	phrasal_verb	verb	A2	derived	0.00
pv:butter_up	butter up	phrasal_verb	verb	A2	derived	0.00
pv:butt_in	butt in	phrasal_verb	verb	B2	derived	0.00
pv:button_through	button through	phrasal_verb	verb	A2	derived	0.00
pv:button_up	button up	phrasal_verb	verb	A2	derived	0.00
pv:butt_out	butt out	phrasal_verb	verb	B2	derived	0.00
pv:butt_up	butt up	phrasal_verb	verb	B2	derived	0.00
pv:buy_back	buy back	phrasal_verb	verb	A2	derived	0.00
pv:buy_down	buy down	phrasal_verb	verb	A2	derived	0.00
pv:buy_in	buy in	phrasal_verb	verb	A2	derived	0.00
pv:buy_into	buy into	phrasal_verb	verb	A2	derived	0.00
pv:buy_off	buy off	phrasal_verb	verb	A2	derived	0.00
pv:buy_off_on	buy off on	phrasal_verb	verb	A2	derived	0.00
pv:buy_out	buy out	phrasal_verb	verb	A2	derived	0.00
pv:buy_out_from_under	buy out from under	phrasal_verb	verb	A2	derived	0.00
pv:buy_over	buy over	phrasal_verb	verb	A2	derived	0.00
pv:buy_up	buy up	phrasal_verb	verb	A2	derived	0.00
pv:buzz_about	buzz about	phrasal_verb	verb	C1	derived	0.00
pv:buzz_in	buzz in	phrasal_verb	verb	C1	derived	0.00
pv:buzz_off	buzz off	phrasal_verb	verb	C1	derived	0.00
pv:buzz_up	buzz up	phrasal_verb	verb	C1	derived	0.00
pv:cable_up	cable up	phrasal_verb	verb	C1	derived	0.00
pv:cack_on	cack on	phrasal_verb	verb	C2	derived	0.00
pv:cack_up	cack up	phrasal_verb	verb	C2	derived	0.00
pv:caffeine_up	caffeine up	phrasal_verb	verb	C1	derived	0.00
pv:caf_up	caf up	phrasal_verb	verb	C2	derived	0.00
pv:cake_up	cake up	phrasal_verb	verb	A2	derived	0.00
pv:calculate_out	calculate out	phrasal_verb	verb	B2	derived	0.00
pv:call_ahead	call ahead	phrasal_verb	verb	A2	derived	0.00
pv:call_around	call around	phrasal_verb	verb	A2	derived	0.00
pv:call_away	call away	phrasal_verb	verb	A2	derived	0.00
pv:call_back	call back	phrasal_verb	verb	A2	derived	0.00
pv:call_down	call down	phrasal_verb	verb	A2	derived	0.00
pv:call_for	call for	phrasal_verb	verb	A2	derived	0.00
pv:call_forth	call forth	phrasal_verb	verb	A2	derived	0.00
pv:call_in	call in	phrasal_verb	verb	A2	derived	0.00
pv:call_off	call off	phrasal_verb	verb	A2	derived	0.00
pv:call_on	call on	phrasal_verb	verb	A2	derived	0.00
pv:call_out	call out	phrasal_verb	verb	A2	derived	0.00
pv:call_over	call over	phrasal_verb	verb	A2	derived	0.00
pv:call_round	call round	phrasal_verb	verb	A2	derived	0.00
pv:call_to	call to	phrasal_verb	verb	A2	derived	0.00
pv:call_together	call together	phrasal_verb	verb	A2	derived	0.00
pv:call_up	call up	phrasal_verb	verb	A2	derived	0.00
pv:call_upon	call upon	phrasal_verb	verb	A2	derived	0.00
pv:calm_down	calm down	phrasal_verb	verb	B2	derived	0.00
pv:cammy_up	cammy up	phrasal_verb	verb	C2	derived	0.00
pv:camo_up	camo up	phrasal_verb	verb	C2	derived	0.00
pv:cam_out	cam out	phrasal_verb	verb	C1	derived	0.00
pv:camp_down	camp down	phrasal_verb	verb	A2	derived	0.00
pv:camp_it_up	camp it up	phrasal_verb	verb	A2	derived	0.00
pv:camp_out	camp out	phrasal_verb	verb	A2	derived	0.00
pv:camp_out_on	camp out on	phrasal_verb	verb	A2	derived	0.00
pv:cancel_out	cancel out	phrasal_verb	verb	B2	derived	0.00
pv:cannot_away_with	cannot away with	phrasal_verb	verb	B1	derived	0.00
pv:cap_it_off	cap it off	phrasal_verb	verb	A2	derived	0.00
pv:cap_off	cap off	phrasal_verb	verb	A2	derived	0.00
pv:cap_on	cap on	phrasal_verb	verb	A2	derived	0.00
pv:cap_up	cap up	phrasal_verb	verb	A2	derived	0.00
pv:carb_up	carb up	phrasal_verb	verb	C2	derived	0.00
pv:care_for	care for	phrasal_verb	verb	A2	derived	0.00
pv:carry_away	carry away	phrasal_verb	verb	A2	derived	0.00
pv:carry_off	carry off	phrasal_verb	verb	A2	derived	0.00
pv:carry_on	carry on	phrasal_verb	verb	A2	derived	0.00
pv:carry_out	carry out	phrasal_verb	verb	A2	derived	0.00
pv:carry_over	carry over	phrasal_verb	verb	A2	derived	0.00
pv:carry_through	carry through	phrasal_verb	verb	A2	derived	0.00
pv:carry_up	carry up	phrasal_verb	verb	A2	derived	0.00
pv:cart_away	cart away	phrasal_verb	verb	B2	derived	0.00
pv:cart_off	cart off	phrasal_verb	verb	B2	derived	0.00
pv:carve_out	carve out	phrasal_verb	verb	C1	derived	0.00
pv:carve_up	carve up	phrasal_verb	verb	C1	derived	0.00
pv:case_out	case out	phrasal_verb	verb	A2	derived	0.00
pv:case_up	case up	phrasal_verb	verb	A2	derived	0.00
pv:cash_in	cash in	phrasal_verb	verb	B1	derived	0.00
pv:cash_out	cash out	phrasal_verb	verb	B1	derived	0.00
pv:cash_up	cash up	phrasal_verb	verb	B1	derived	0.00
pv:cast_about	cast about	phrasal_verb	verb	C1	derived	0.00
pv:cast_around	cast around	phrasal_verb	verb	C1	derived	0.00
pv:cast_aside	cast aside	phrasal_verb	verb	C1	derived	0.00
pv:cast_away	cast away	phrasal_verb	verb	C1	derived	0.00
pv:cast_back	cast back	phrasal_verb	verb	C1	derived	0.00
pv:cast_down	cast down	phrasal_verb	verb	C1	derived	0.00
pv:cast_off	cast off	phrasal_verb	verb	C1	derived	0.00
pv:cast_on	cast on	phrasal_verb	verb	C1	derived	0.00
pv:cast_out	cast out	phrasal_verb	verb	C1	derived	0.00
pv:cast_over	cast over	phrasal_verb	verb	C1	derived	0.00
pv:cast_round	cast round	phrasal_verb	verb	C1	derived	0.00
pv:cast_up	cast up	phrasal_verb	verb	C1	derived	0.00
pv:cat_around	cat around	phrasal_verb	verb	A2	derived	0.00
pv:catch_on	catch on	phrasal_verb	verb	A2	derived	0.00
pv:catch_out	catch out	phrasal_verb	verb	A2	derived	0.00
pv:catch_up	catch up	phrasal_verb	verb	A2	derived	0.00
pv:cattle_up	cattle up	phrasal_verb	verb	B2	derived	0.00
pv:caulk_off	caulk off	phrasal_verb	verb	C2	derived	0.00
pv:cave_in	cave in	phrasal_verb	verb	B2	derived	0.00
pv:cave_out	cave out	phrasal_verb	verb	B2	derived	0.00
pv:cell_up	cell up	phrasal_verb	verb	B2	derived	0.00
pv:cement_together	cement together	phrasal_verb	verb	C1	derived	0.00
pv:chain_up	chain up	phrasal_verb	verb	B1	derived	0.00
pv:chair_up	chair up	phrasal_verb	verb	A2	derived	0.00
pv:chalk_against	chalk against	phrasal_verb	verb	C1	derived	0.00
pv:chalk_down	chalk down	phrasal_verb	verb	C1	derived	0.00
pv:chalk_it_down	chalk it down	phrasal_verb	verb	C1	derived	0.00
pv:chalk_off	chalk off	phrasal_verb	verb	C1	derived	0.00
pv:chalk_out	chalk out	phrasal_verb	verb	C1	derived	0.00
pv:chalk_up	chalk up	phrasal_verb	verb	C1	derived	0.00
pv:chalk_up_to	chalk up to	phrasal_verb	verb	C1	derived	0.00
pv:champ_down_on	champ down on	phrasal_verb	verb	C1	derived	0.00
pv:champ_up	champ up	phrasal_verb	verb	C1	derived	0.00
pv:chance_on	chance on	phrasal_verb	verb	B1	derived	0.00
pv:chance_upon	chance upon	phrasal_verb	verb	B1	derived	0.00
pv:change_around	change around	phrasal_verb	verb	A2	derived	0.00
pv:change_down	change down	phrasal_verb	verb	A2	derived	0.00
pv:change_out	change out	phrasal_verb	verb	A2	derived	0.00
pv:change_over	change over	phrasal_verb	verb	A2	derived	0.00
pv:change_up	change up	phrasal_verb	verb	A2	derived	0.00
pv:chapter_out	chapter out	phrasal_verb	verb	B1	derived	0.00
pv:charge_down	charge down	phrasal_verb	verb	B2	derived	0.00
pv:charge_off	charge off	phrasal_verb	verb	B2	derived	0.00
pv:charge_up	charge up	phrasal_verb	verb	B2	derived	0.00
pv:charm_up	charm up	phrasal_verb	verb	B2	derived	0.00
pv:char_up	char up	phrasal_verb	verb	C1	derived	0.00
pv:chase_after	chase after	phrasal_verb	verb	B2	derived	0.00
pv:chase_away	chase away	phrasal_verb	verb	B2	derived	0.00
pv:chase_down	chase down	phrasal_verb	verb	B2	derived	0.00
pv:chase_off	chase off	phrasal_verb	verb	B2	derived	0.00
pv:chase_up	chase up	phrasal_verb	verb	B2	derived	0.00
pv:chat_away	chat away	phrasal_verb	verb	B1	derived	0.00
pv:chat_up	chat up	phrasal_verb	verb	B1	derived	0.00
pv:chaw_up	chaw up	phrasal_verb	verb	C2	derived	0.00
pv:cheapen_out	cheapen out	phrasal_verb	verb	C2	derived	0.00
pv:cheap_out	cheap out	phrasal_verb	verb	B1	derived	0.00
pv:cheat_on	cheat on	phrasal_verb	verb	C1	derived	0.00
pv:cheat_out	cheat out	phrasal_verb	verb	C1	derived	0.00
pv:cheat_out_of	cheat out of	phrasal_verb	verb	C1	derived	0.00
pv:check_in	check in	phrasal_verb	verb	A2	derived	0.00
pv:check_in_on	check in on	phrasal_verb	verb	A2	derived	0.00
pv:check_into	check into	phrasal_verb	verb	A2	derived	0.00
pv:check_in_with_oneself	check in with oneself	phrasal_verb	verb	A2	derived	0.00
pv:check_off	check off	phrasal_verb	verb	A2	derived	0.00
pv:check_on	check on	phrasal_verb	verb	A2	derived	0.00
pv:check_out	check out	phrasal_verb	verb	A2	derived	0.00
pv:check_over	check over	phrasal_verb	verb	A2	derived	0.00
pv:check_through	check through	phrasal_verb	verb	A2	derived	0.00
pv:check_up	check up	phrasal_verb	verb	A2	derived	0.00
pv:check_up_on	check up on	phrasal_verb	verb	A2	derived	0.00
pv:cheek_it_out	cheek it out	phrasal_verb	verb	B1	derived	0.00
pv:cheek_it_through	cheek it through	phrasal_verb	verb	B1	derived	0.00
pv:cheek_up	cheek up	phrasal_verb	verb	B1	derived	0.00
pv:cheek_up_to	cheek up to	phrasal_verb	verb	B1	derived	0.00
pv:cheer_on	cheer on	phrasal_verb	verb	B1	derived	0.00
pv:cheer_up	cheer up	phrasal_verb	verb	B1	derived	0.00
pv:cheese_down	cheese down	phrasal_verb	verb	A2	derived	0.00
pv:cheese_off	cheese off	phrasal_verb	verb	A2	derived	0.00
pv:cheese_out	cheese out	phrasal_verb	verb	A2	derived	0.00
pv:cheese_up	cheese up	phrasal_verb	verb	A2	derived	0.00
pv:chef_up	chef up	phrasal_verb	verb	B1	derived	0.00
pv:chest_down	chest down	phrasal_verb	verb	B1	derived	0.00
pv:chest_up	chest up	phrasal_verb	verb	B1	derived	0.00
pv:chew_off	chew off	phrasal_verb	verb	C1	derived	0.00
pv:chew_on	chew on	phrasal_verb	verb	C1	derived	0.00
pv:chew_out	chew out	phrasal_verb	verb	C1	derived	0.00
pv:chew_over	chew over	phrasal_verb	verb	C1	derived	0.00
pv:chew_up	chew up	phrasal_verb	verb	C1	derived	0.00
pv:chicken_out	chicken out	phrasal_verb	verb	A2	derived	0.00
pv:chill_it_with	chill it with	phrasal_verb	verb	C2	derived	0.00
pv:chill_out	chill out	phrasal_verb	verb	C2	derived	0.00
pv:chime_in	chime in	phrasal_verb	verb	C1	derived	0.00
pv:chime_up	chime up	phrasal_verb	verb	C1	derived	0.00
pv:chimp_out	chimp out	phrasal_verb	verb	C1	derived	0.00
pv:chink_up	chink up	phrasal_verb	verb	C2	derived	0.00
pv:chin_up	chin up	phrasal_verb	verb	B1	derived	0.00
pv:chip_at	chip at	phrasal_verb	verb	C1	derived	0.00
pv:chip_away	chip away	phrasal_verb	verb	C1	derived	0.00
pv:chip_in	chip in	phrasal_verb	verb	C1	derived	0.00
pv:chip_into	chip into	phrasal_verb	verb	C1	derived	0.00
pv:chipper_up	chipper up	phrasal_verb	verb	C1	derived	0.00
pv:chip_up	chip up	phrasal_verb	verb	C1	derived	0.00
pv:chirk_up	chirk up	phrasal_verb	verb	C2	derived	0.00
pv:chisel_in	chisel in	phrasal_verb	verb	C2	derived	0.00
pv:chisel_out	chisel out	phrasal_verb	verb	C2	derived	0.00
pv:chisel_up	chisel up	phrasal_verb	verb	C2	derived	0.00
pv:choke_back	choke back	phrasal_verb	verb	B2	derived	0.00
pv:choke_down	choke down	phrasal_verb	verb	B2	derived	0.00
pv:choke_off	choke off	phrasal_verb	verb	B2	derived	0.00
pv:choke_on	choke on	phrasal_verb	verb	B2	derived	0.00
pv:choke_out	choke out	phrasal_verb	verb	B2	derived	0.00
pv:choke_up	choke up	phrasal_verb	verb	B2	derived	0.00
pv:chomp_down_on	chomp down on	phrasal_verb	verb	C2	derived	0.00
pv:chonk_up	chonk up	phrasal_verb	verb	C2	derived	0.00
pv:choose_out	choose out	phrasal_verb	verb	A2	derived	0.00
pv:choose_up	choose up	phrasal_verb	verb	A2	derived	0.00
pv:chop_down	chop down	phrasal_verb	verb	C1	derived	0.00
pv:chop_it_up	chop it up	phrasal_verb	verb	C1	derived	0.00
pv:chop_off	chop off	phrasal_verb	verb	C1	derived	0.00
pv:chop_out	chop out	phrasal_verb	verb	C1	derived	0.00
pv:chop_up	chop up	phrasal_verb	verb	C1	derived	0.00
pv:chow_down	chow down	phrasal_verb	verb	C1	derived	0.00
pv:chub_up	chub up	phrasal_verb	verb	C2	derived	0.00
pv:chuck_away	chuck away	phrasal_verb	verb	B2	derived	0.00
pv:chuck_down	chuck down	phrasal_verb	verb	B2	derived	0.00
pv:chuck_in	chuck in	phrasal_verb	verb	B2	derived	0.00
pv:chuck_it_down	chuck it down	phrasal_verb	verb	B2	derived	0.00
pv:chuck_it_in	chuck it in	phrasal_verb	verb	B2	derived	0.00
pv:chuck_it_up	chuck it up	phrasal_verb	verb	B2	derived	0.00
pv:chuck_off	chuck off	phrasal_verb	verb	B2	derived	0.00
pv:chuck_out	chuck out	phrasal_verb	verb	B2	derived	0.00
pv:chuck_over	chuck over	phrasal_verb	verb	B2	derived	0.00
pv:chuck_up	chuck up	phrasal_verb	verb	B2	derived	0.00
pv:chug_away	chug away	phrasal_verb	verb	C1	derived	0.00
pv:chum_in	chum in	phrasal_verb	verb	C1	derived	0.00
pv:chump_off	chump off	phrasal_verb	verb	C1	derived	0.00
pv:chum_up	chum up	phrasal_verb	verb	C1	derived	0.00
pv:churn_out	churn out	phrasal_verb	verb	C2	derived	0.00
pv:churn_up	churn up	phrasal_verb	verb	C2	derived	0.00
pv:circle_back	circle back	phrasal_verb	verb	A2	derived	0.00
pv:circle_in	circle in	phrasal_verb	verb	A2	derived	0.00
pv:circle_out	circle out	phrasal_verb	verb	A2	derived	0.00
pv:circle_up	circle up	phrasal_verb	verb	A2	derived	0.00
pv:clabber_up	clabber up	phrasal_verb	verb	C2	derived	0.00
pv:clamp_down_on	clamp down on	phrasal_verb	verb	C1	derived	0.00
pv:clamp_off	clamp off	phrasal_verb	verb	C1	derived	0.00
pv:clam_up	clam up	phrasal_verb	verb	C1	derived	0.00
pv:clap_back	clap back	phrasal_verb	verb	C1	derived	0.00
pv:clap_in	clap in	phrasal_verb	verb	C1	derived	0.00
pv:clap_on	clap on	phrasal_verb	verb	C1	derived	0.00
pv:clap_out	clap out	phrasal_verb	verb	C1	derived	0.00
pv:clap_together	clap together	phrasal_verb	verb	C1	derived	0.00
pv:clap_up	clap up	phrasal_verb	verb	C1	derived	0.00
pv:class_up	class up	phrasal_verb	verb	A2	derived	0.00
pv:claw_away	claw away	phrasal_verb	verb	C1	derived	0.00
pv:claw_back	claw back	phrasal_verb	verb	C1	derived	0.00
pv:claw_off	claw off	phrasal_verb	verb	C1	derived	0.00
pv:clay_up	clay up	phrasal_verb	verb	B2	derived	0.00
pv:clean_down	clean down	phrasal_verb	verb	A2	derived	0.00
pv:clean_off	clean off	phrasal_verb	verb	A2	derived	0.00
pv:clean_out	clean out	phrasal_verb	verb	A2	derived	0.00
pv:clean_up	clean up	phrasal_verb	verb	A2	derived	0.00
pv:clean_up_after	clean up after	phrasal_verb	verb	A2	derived	0.00
pv:clear_away	clear away	phrasal_verb	verb	B1	derived	0.00
pv:clear_off	clear off	phrasal_verb	verb	B1	derived	0.00
pv:clear_out	clear out	phrasal_verb	verb	B1	derived	0.00
pv:clear_up	clear up	phrasal_verb	verb	B1	derived	0.00
pv:clew_down	clew down	phrasal_verb	verb	C2	derived	0.00
pv:clew_up	clew up	phrasal_verb	verb	C2	derived	0.00
pv:click_for	click for	phrasal_verb	verb	B1	derived	0.00
pv:click_off	click off	phrasal_verb	verb	B1	derived	0.00
pv:click_through	click through	phrasal_verb	verb	B1	derived	0.00
pv:climb_down	climb down	phrasal_verb	verb	A2	derived	0.00
pv:climb_into	climb into	phrasal_verb	verb	A2	derived	0.00
pv:climb_up	climb up	phrasal_verb	verb	A2	derived	0.00
pv:cling_on	cling on	phrasal_verb	verb	C1	derived	0.00
pv:cling_to	cling to	phrasal_verb	verb	C1	derived	0.00
pv:clip_in	clip in	phrasal_verb	verb	B2	derived	0.00
pv:clock_down	clock down	phrasal_verb	verb	A2	derived	0.00
pv:clock_in	clock in	phrasal_verb	verb	A2	derived	0.00
pv:clock_off	clock off	phrasal_verb	verb	A2	derived	0.00
pv:clock_on	clock on	phrasal_verb	verb	A2	derived	0.00
pv:clock_onto	clock onto	phrasal_verb	verb	A2	derived	0.00
pv:clock_out	clock out	phrasal_verb	verb	A2	derived	0.00
pv:clock_up	clock up	phrasal_verb	verb	A2	derived	0.00
pv:clog_up	clog up	phrasal_verb	verb	C1	derived	0.00
pv:close_down	close down	phrasal_verb	verb	A2	derived	0.00
pv:close_in	close in	phrasal_verb	verb	A2	derived	0.00
pv:close_in_on	close in on	phrasal_verb	verb	A2	derived	0.00
pv:close_in_upon	close in upon	phrasal_verb	verb	A2	derived	0.00
pv:close_off	close off	phrasal_verb	verb	A2	derived	0.00
pv:close_out	close out	phrasal_verb	verb	A2	derived	0.00
pv:close_round	close round	phrasal_verb	verb	A2	derived	0.00
pv:close_up	close up	phrasal_verb	verb	A2	derived	0.00
pv:close_with	close with	phrasal_verb	verb	A2	derived	0.00
pv:cloud_over	cloud over	phrasal_verb	verb	A2	derived	0.00
pv:cloud_up	cloud up	phrasal_verb	verb	A2	derived	0.00
pv:clout_on	clout on	phrasal_verb	verb	C2	derived	0.00
pv:clown_about	clown about	phrasal_verb	verb	B1	derived	0.00
pv:clown_around	clown around	phrasal_verb	verb	B1	derived	0.00
pv:clown_on	clown on	phrasal_verb	verb	B1	derived	0.00
pv:club_out	club out	phrasal_verb	verb	A2	derived	0.00
pv:club_together	club together	phrasal_verb	verb	A2	derived	0.00
pv:clue_in	clue in	phrasal_verb	verb	B1	derived	0.00
pv:clue_up	clue up	phrasal_verb	verb	B1	derived	0.00
pv:clump_up	clump up	phrasal_verb	verb	C2	derived	0.00
pv:clutter_up	clutter up	phrasal_verb	verb	C2	derived	0.00
pv:coach_up	coach up	phrasal_verb	verb	A2	derived	0.00
pv:coat_up	coat up	phrasal_verb	verb	A2	derived	0.00
pv:cobber_up	cobber up	phrasal_verb	verb	C2	derived	0.00
pv:cobble_together	cobble together	phrasal_verb	verb	C2	derived	0.00
pv:cobble_up	cobble up	phrasal_verb	verb	C2	derived	0.00
pv:cocker_up	cocker up	phrasal_verb	verb	C2	derived	0.00
pv:cock_it_over	cock it over	phrasal_verb	verb	B2	derived	0.00
pv:cock_off	cock off	phrasal_verb	verb	B2	derived	0.00
pv:cock_on	cock on	phrasal_verb	verb	B2	derived	0.00
pv:cock_up	cock up	phrasal_verb	verb	B2	derived	0.00
pv:code_up	code up	phrasal_verb	verb	A2	derived	0.00
pv:coffee_up	coffee up	phrasal_verb	verb	A2	derived	0.00
pv:coil_up	coil up	phrasal_verb	verb	C1	derived	0.00
pv:collar_up	collar up	phrasal_verb	verb	B2	derived	0.00
pv:collect_up	collect up	phrasal_verb	verb	A2	derived	0.00
pv:color_in	color in	phrasal_verb	verb	A2	derived	0.00
pv:color_up	color up	phrasal_verb	verb	A2	derived	0.00
pv:colour_in	colour in	phrasal_verb	verb	A2	derived	0.00
pv:colour_up	colour up	phrasal_verb	verb	A2	derived	0.00
pv:comb_down	comb down	phrasal_verb	verb	B1	derived	0.00
pv:comb_out	comb out	phrasal_verb	verb	B1	derived	0.00
pv:comb_over	comb over	phrasal_verb	verb	B1	derived	0.00
pv:comb_through	comb through	phrasal_verb	verb	B1	derived	0.00
pv:come_about	come about	phrasal_verb	verb	A2	derived	0.00
pv:come_across	come across	phrasal_verb	verb	A2	derived	0.00
pv:come_across_with	come across with	phrasal_verb	verb	A2	derived	0.00
pv:come_after	come after	phrasal_verb	verb	A2	derived	0.00
pv:come_along	come along	phrasal_verb	verb	A2	derived	0.00
pv:come_apart	come apart	phrasal_verb	verb	A2	derived	0.00
pv:come_around	come around	phrasal_verb	verb	A2	derived	0.00
pv:come_at	come at	phrasal_verb	verb	A2	derived	0.00
pv:come_away	come away	phrasal_verb	verb	A2	derived	0.00
pv:come_back	come back	phrasal_verb	verb	A2	derived	0.00
pv:come_before	come before	phrasal_verb	verb	A2	derived	0.00
pv:come_between	come between	phrasal_verb	verb	A2	derived	0.00
pv:come_by	come by	phrasal_verb	verb	A2	derived	0.00
pv:come_down	come down	phrasal_verb	verb	A2	derived	0.00
pv:come_down_on	come down on	phrasal_verb	verb	A2	derived	0.00
pv:come_down_to	come down to	phrasal_verb	verb	A2	derived	0.00
pv:come_down_upon	come down upon	phrasal_verb	verb	A2	derived	0.00
pv:come_down_with	come down with	phrasal_verb	verb	A2	derived	0.00
pv:come_for	come for	phrasal_verb	verb	A2	derived	0.00
pv:come_forth	come forth	phrasal_verb	verb	A2	derived	0.00
pv:come_from	come from	phrasal_verb	verb	A2	derived	0.00
pv:come_from_behind	come from behind	phrasal_verb	verb	A2	derived	0.00
pv:come_from_below	come from below	phrasal_verb	verb	A2	derived	0.00
pv:come_in	come in	phrasal_verb	verb	A2	derived	0.00
pv:come_in_for	come in for	phrasal_verb	verb	A2	derived	0.00
pv:come_into	come into	phrasal_verb	verb	A2	derived	0.00
pv:come_of	come of	phrasal_verb	verb	A2	derived	0.00
pv:come_off	come off	phrasal_verb	verb	A2	derived	0.00
pv:come_off_it	come off it	phrasal_verb	verb	A2	derived	0.00
pv:come_on	come on	phrasal_verb	verb	A2	derived	0.00
pv:come_on_in	come on in	phrasal_verb	verb	A2	derived	0.00
pv:come_on_over	come on over	phrasal_verb	verb	A2	derived	0.00
pv:come_on_to	come on to	phrasal_verb	verb	A2	derived	0.00
pv:come_onto	come onto	phrasal_verb	verb	A2	derived	0.00
pv:come_out	come out	phrasal_verb	verb	A2	derived	0.00
pv:come_out_in	come out in	phrasal_verb	verb	A2	derived	0.00
pv:come_out_with	come out with	phrasal_verb	verb	A2	derived	0.00
pv:come_over	come over	phrasal_verb	verb	A2	derived	0.00
pv:come_round	come round	phrasal_verb	verb	A2	derived	0.00
pv:come_through	come through	phrasal_verb	verb	A2	derived	0.00
pv:come_to	come to	phrasal_verb	verb	A2	derived	0.00
pv:come_together	come together	phrasal_verb	verb	A2	derived	0.00
pv:come_to_oneself	come to oneself	phrasal_verb	verb	A2	derived	0.00
pv:come_under	come under	phrasal_verb	verb	A2	derived	0.00
pv:come_up	come up	phrasal_verb	verb	A2	derived	0.00
pv:come_up_against	come up against	phrasal_verb	verb	A2	derived	0.00
pv:come_up_from_behind	come up from behind	phrasal_verb	verb	A2	derived	0.00
pv:come_upon	come upon	phrasal_verb	verb	A2	derived	0.00
pv:come_up_to	come up to	phrasal_verb	verb	A2	derived	0.00
pv:come_up_with	come up with	phrasal_verb	verb	A2	derived	0.00
pv:come_with	come with	phrasal_verb	verb	A2	derived	0.00
pv:come_with_it	come with it	phrasal_verb	verb	A2	derived	0.00
pv:comment_out	comment out	phrasal_verb	verb	B2	derived	0.00
pv:compass_out	compass out	phrasal_verb	verb	C1	derived	0.00
pv:condemn_to	condemn to	phrasal_verb	verb	C1	derived	0.00
pv:condescend_upon	condescend upon	phrasal_verb	verb	C2	derived	0.00
pv:cone_off	cone off	phrasal_verb	verb	C1	derived	0.00
pv:confide_in	confide in	phrasal_verb	verb	C2	derived	0.00
pv:conflict_out	conflict out	phrasal_verb	verb	B2	derived	0.00
pv:conjure_up	conjure up	phrasal_verb	verb	C2	derived	0.00
pv:conk_off	conk off	phrasal_verb	verb	C2	derived	0.00
pv:conk_out	conk out	phrasal_verb	verb	C2	derived	0.00
pv:connect_up	connect up	phrasal_verb	verb	B2	derived	0.00
pv:consist_in	consist in	phrasal_verb	verb	B1	derived	0.00
pv:consist_of	consist of	phrasal_verb	verb	B1	derived	0.00
pv:contend_with	contend with	phrasal_verb	verb	C1	derived	0.00
pv:contract_in	contract in	phrasal_verb	verb	C1	derived	0.00
pv:contract_out	contract out	phrasal_verb	verb	C1	derived	0.00
pv:contract_out_of	contract out of	phrasal_verb	verb	C1	derived	0.00
pv:cook_back	cook back	phrasal_verb	verb	A2	derived	0.00
pv:cook_off	cook off	phrasal_verb	verb	A2	derived	0.00
pv:cook_out	cook out	phrasal_verb	verb	A2	derived	0.00
pv:cook_through	cook through	phrasal_verb	verb	A2	derived	0.00
pv:cook_up	cook up	phrasal_verb	verb	A2	derived	0.00
pv:cool_down	cool down	phrasal_verb	verb	A2	derived	0.00
pv:cool_off	cool off	phrasal_verb	verb	A2	derived	0.00
pv:cool_out	cool out	phrasal_verb	verb	A2	derived	0.00
pv:coop_in	coop in	phrasal_verb	verb	C1	derived	0.00
pv:coop_up	coop up	phrasal_verb	verb	C1	derived	0.00
pv:cope_with	cope with	phrasal_verb	verb	C1	derived	0.00
pv:cop_off	cop off	phrasal_verb	verb	A2	derived	0.00
pv:cop_off_with	cop off with	phrasal_verb	verb	A2	derived	0.00
pv:cop_on	cop on	phrasal_verb	verb	A2	derived	0.00
pv:cop_oneself_on	cop oneself on	phrasal_verb	verb	A2	derived	0.00
pv:cop_onto	cop onto	phrasal_verb	verb	A2	derived	0.00
pv:cop_out	cop out	phrasal_verb	verb	A2	derived	0.00
pv:copy_down	copy down	phrasal_verb	verb	A2	derived	0.00
pv:copy_out	copy out	phrasal_verb	verb	A2	derived	0.00
pv:corbel_out	corbel out	phrasal_verb	verb	C2	derived	0.00
pv:cordon_off	cordon off	phrasal_verb	verb	C2	derived	0.00
pv:cork_off	cork off	phrasal_verb	verb	C1	derived	0.00
pv:cork_out	cork out	phrasal_verb	verb	C1	derived	0.00
pv:cork_up	cork up	phrasal_verb	verb	C1	derived	0.00
pv:corner_up	corner up	phrasal_verb	verb	A2	derived	0.00
pv:cost_out	cost out	phrasal_verb	verb	B1	derived	0.00
pv:cost_up	cost up	phrasal_verb	verb	B1	derived	0.00
pv:cosy_along	cosy along	phrasal_verb	verb	C1	derived	0.00
pv:cosy_up	cosy up	phrasal_verb	verb	C1	derived	0.00
pv:cosy_up_to	cosy up to	phrasal_verb	verb	C1	derived	0.00
pv:cotton_on	cotton on	phrasal_verb	verb	B2	derived	0.00
pv:cotton_on_to	cotton on to	phrasal_verb	verb	B2	derived	0.00
